Actual,LSTM_Predicted,GRU_Predicted,SRNN_Predicted,CNN_Predicted,BLSTM
0.45331630736873735,0.47202307,0.44386387,0.424559,0.4613028,0.4887177
0.46011417411552613,0.4696806,0.44192877,0.42458162,0.45905164,0.48690316
0.4670810485991137,0.4680354,0.4424269,0.4233436,0.4552582,0.4873918
0.47778487192969277,0.46732712,0.4432238,0.42711243,0.45509976,0.48868096
0.47463006084278525,0.46816903,0.44744465,0.43225282,0.45583507,0.49313286
0.478385788327199,0.4700393,0.44905913,0.43846643,0.4580941,0.49658102
0.47066776834672874,0.47218525,0.45011917,0.4367749,0.46023706,0.49881902
0.46625478855254265,0.47360694,0.44863045,0.43480325,0.46152848,0.49850425
0.45209569593630283,0.47380757,0.4467512,0.4299707,0.4621895,0.4964751
0.45209569593630283,0.4724663,0.44272843,0.42476535,0.46133548,0.4922494
0.45694058439119656,0.4701758,0.4402832,0.42130208,0.45864853,0.48854885
0.46800120183279503,0.46809244,0.44122925,0.42307055,0.45604116,0.4881034
0.47515586269060306,0.4667948,0.44229743,0.42843655,0.4541562,0.48914543
0.4691654773529632,0.46694982,0.44520262,0.43081447,0.4548455,0.49215496
0.4734470066851949,0.46813112,0.44616264,0.43600476,0.45610487,0.4943438
0.4596071509051303,0.46972024,0.44740587,0.4337861,0.45787787,0.49632606
0.47220761661533833,0.47040415,0.4444715,0.43055415,0.45850712,0.4940646
0.47667693232179065,0.47072095,0.44624346,0.43216297,0.45830345,0.4935442
0.4801322016074514,0.47119135,0.44685987,0.43344384,0.45820272,0.49355558
0.48118380530308724,0.47223353,0.44955847,0.43552426,0.4602872,0.49492815
0.4689776909787426,0.47383267,0.4515731,0.4394491,0.46195552,0.4970932
0.4713062420190791,0.4745835,0.44877166,0.43416265,0.463043,0.49490753
0.5019717569293172,0.47478038,0.44884565,0.4317995,0.463158,0.49416706
0.4937654923758732,0.47605687,0.45606282,0.4392515,0.4643488,0.49948582
0.487399534289792,0.4781443,0.45653546,0.4464611,0.4670181,0.50234026
0.48167204987606094,0.48009306,0.45660242,0.44144762,0.47048256,0.5025974
0.48193495079996995,0.48139143,0.45619947,0.44129077,0.47186077,0.50160295
0.4908735822128746,0.48174214,0.4551067,0.43960673,0.47216532,0.49989578
0.48304289040787207,0.4818679,0.45702246,0.43581295,0.47182482,0.5002118
0.49277022459250364,0.48197246,0.45636362,0.44078147,0.47219557,0.500184
0.4968827461879366,0.48247546,0.4584082,0.4417184,0.47301173,0.50190765
0.49966198452640276,0.4836672,0.46074238,0.44503918,0.47448426,0.5049432
0.5050138961916923,0.4854344,0.4637995,0.4501987,0.47684643,0.50838786
0.5034177120108164,0.48765743,0.46534884,0.45158377,0.4790445,0.51124734
0.5051077893788027,0.48944694,0.46499807,0.4509186,0.48133343,0.5113813
0.5048824457297378,0.49091566,0.46645042,0.45109898,0.48296326,0.5120049
0.5036430556598813,0.49205786,0.46743903,0.45137173,0.48424876,0.5124785
0.5054270262149778,0.49286735,0.46770012,0.45200157,0.48512352,0.5123305
0.5023285510403365,0.49368876,0.46868387,0.45088324,0.4864611,0.5129562
0.5077367986178922,0.49403352,0.46772897,0.45091245,0.48681727,0.51228106
0.4974648839480208,0.49433082,0.4692272,0.4518121,0.48737714,0.5133212
0.49241343048148434,0.4943207,0.4676561,0.44967428,0.48754057,0.5125927
0.4806580034552692,0.49348724,0.4653245,0.44698015,0.4870243,0.51003927
0.48888304664613536,0.49123222,0.46055096,0.43820876,0.4858824,0.5046835
0.4939345001126718,0.4889025,0.46116737,0.43973744,0.48217857,0.50335646
0.5018966423796289,0.4874701,0.46159473,0.44244546,0.4802916,0.5042574
0.4860474723954029,0.48711312,0.46415526,0.44647926,0.47999364,0.50694865
0.4989859535792084,0.48677814,0.46107394,0.4474955,0.47927475,0.5056571
0.4934086982648539,0.48689204,0.46290258,0.44453728,0.47932476,0.5069147
0.4919439645459326,0.48721027,0.46271962,0.44652086,0.47886494,0.50766855
0.47502441222864866,0.48721904,0.4611297,0.44387636,0.47878864,0.5066206
0.4754187636145122,0.48605835,0.45714486,0.43656728,0.47826388,0.5029531
0.4630624201907909,0.48406118,0.45474094,0.43579158,0.47634786,0.5000202
0.4577856230751896,0.4813859,0.45138118,0.43039227,0.47356918,0.496021
0.47200105160369565,0.4779901,0.44729108,0.42623347,0.4698633,0.49120495
